year,state,districts,registeredUsers,amount,type
2022,arunachal-pradesh,lower dibang valley,137218,308329533.63406837,TOTAL
2023,arunachal-pradesh,papum pare,3302746,5900429571.0,TOTAL
2023,arunachal-pradesh,west kameng,662521,1414404520.0,TOTAL
2023,arunachal-pradesh,east siang,535198,990989057.0,TOTAL
2023,arunachal-pradesh,changlang,494506,1101499481.0,TOTAL
2023,arunachal-pradesh,lohit,483285,870836418.0,TOTAL
2023,arunachal-pradesh,namsai,325503,518550113.0,TOTAL
2023,arunachal-pradesh,west siang,320064,764188915.0,TOTAL
2023,arunachal-pradesh,lower subansiri,257899,585614438.0,TOTAL
2023,arunachal-pradesh,lower dibang valley,256396,537713700.0,TOTAL
2023,arunachal-pradesh,tawang,239151,724541898.0,TOTAL
2023,arunachal-pradesh,papum pare,4245307,7148674913.0,TOTAL
2023,arunachal-pradesh,west kameng,870033,1803248166.0,TOTAL
2023,arunachal-pradesh,east siang,689624,1177576754.0,TOTAL
2023,arunachal-pradesh,changlang,615184,1260077796.0,TOTAL
2023,arunachal-pradesh,lohit,592587,984621672.0,TOTAL
2023,arunachal-pradesh,west siang,450143,970914462.0,TOTAL
2023,arunachal-pradesh,namsai,409511,619571108.0,TOTAL
2023,arunachal-pradesh,lower subansiri,341107,689315626.0,TOTAL
2023,arunachal-pradesh,tawang,339605,1003663723.0,TOTAL
2023,arunachal-pradesh,lower dibang valley,320847,641502543.0,TOTAL
2018,assam,kamrup metropolitan,194617,284766218.98487484,TOTAL
2018,assam,marigaon,79832,105067294.49868405,TOTAL
2018,assam,barpeta,67801,56352302.37753609,TOTAL
2018,assam,nagaon,66695,56352631.291476294,TOTAL
2018,assam,cachar,56481,57250290.53047233,TOTAL
2018,assam,sonitpur,51976,73005566.24909952,TOTAL
2018,assam,kamrup,47859,41868129.255927615,TOTAL
2018,assam,dibrugarh,44792,53258765.86975427,TOTAL
2018,assam,tinsukia,41237,45886201.02896822,TOTAL
2018,assam,jorhat,33322,41164542.05596451,TOTAL
2018,assam,kamrup metropolitan,320417,548619364.2308466,TOTAL
2018,assam,marigaon,109223,204057284.21875843,TOTAL
2018,assam,nagaon,105834,129818644.91478491,TOTAL
2018,assam,barpeta,102217,117541108.74699076,TOTAL
2018,assam,cachar,83921,105147622.61224496,TOTAL
2018,assam,sonitpur,82799,151230715.30607644,TOTAL
2018,assam,kamrup,74537,83338163.66068907,TOTAL
2018,assam,dibrugarh,70642,110954951.68517756,TOTAL
2018,assam,tinsukia,66715,102921465.63822293,TOTAL
2018,assam,jorhat,53341,70634515.73039348,TOTAL
2018,assam,kamrup metropolitan,476050,884121118.8280818,TOTAL
2018,assam,barpeta,145945,230125281.8407083,TOTAL
2018,assam,nagaon,142195,208584967.9650631,TOTAL
2018,assam,cachar,123735,189612378.33199263,TOTAL
2018,assam,sonitpur,116196,252135800.71617544,TOTAL
2018,assam,kamrup,112726,148929589.80060056,TOTAL
2018,assam,marigaon,102867,189132040.91743046,TOTAL
2018,assam,dibrugarh,98822,173048841.5837646,TOTAL
2018,assam,tinsukia,90928,155121755.76365337,TOTAL
2018,assam,jorhat,79724,118008412.28630178,TOTAL
2018,assam,kamrup metropolitan,686010,1345451492.4344451,TOTAL
2018,assam,nagaon,435103,317973029.4737475,TOTAL
2018,assam,barpeta,225449,354675455.9326413,TOTAL
2018,assam,marigaon,193075,207853575.09985885,TOTAL
2018,assam,cachar,187360,272342253.1327299,TOTAL
2018,assam,sonitpur,165399,358549931.5785284,TOTAL
2018,assam,kamrup,162592,236088241.49952987,TOTAL
2018,assam,dibrugarh,144931,264346941.49220377,TOTAL
2018,assam,tinsukia,127171,253718923.0695014,TOTAL
2018,assam,dhubri,120810,181651044.89215764,TOTAL
2019,assam,kamrup metropolitan,1306775,2605380335.9221573,TOTAL
2019,assam,nagaon,265767,382986937.00269973,TOTAL
2019,assam,barpeta,262834,416977891.5222329,TOTAL
2019,assam,cachar,206705,335675210.4339503,TOTAL
2019,assam,kamrup,205094,325387078.1294668,TOTAL
2019,assam,sonitpur,197716,409811805.4621542,TOTAL
2019,assam,dibrugarh,180303,308520050.14443624,TOTAL
2019,assam,marigaon,162645,225891536.78995085,TOTAL
2019,assam,tinsukia,147896,296016100.5028683,TOTAL
2019,assam,dhubri,129363,168832530.51137578,TOTAL
2019,assam,kamrup metropolitan,2488968,5089657876.792284,TOTAL
2019,assam,nagaon,231423,422774561.3600137,TOTAL
2019,assam,barpeta,228864,466786096.3962827,TOTAL
2019,assam,sonitpur,192707,444337498.7727274,TOTAL
2019,assam,cachar,177976,335126276.2091832,TOTAL
2019,assam,kamrup,176995,334724712.0725308,TOTAL
2019,assam,dibrugarh,169357,356524668.62132466,TOTAL
2019,assam,tinsukia,148294,323303192.86631006,TOTAL
2019,assam,marigaon,130459,235342996.58975655,TOTAL
2019,assam,jorhat,129744,231878110.7193352,TOTAL
2019,assam,kamrup metropolitan,2188998,6080999088.202992,TOTAL
2019,assam,barpeta,262253,505242250.25981045,TOTAL
2019,assam,nagaon,258566,491551326.21533215,TOTAL
2019,assam,sonitpur,257623,533288953.0348954,TOTAL
2019,assam,cachar,242781,426502976.7731471,TOTAL
2019,assam,dibrugarh,230118,425077484.1305032,TOTAL
2019,assam,kamrup,222439,383883901.2477784,TOTAL
2019,assam,tinsukia,196245,357008533.5524102,TOTAL
2019,assam,jorhat,167468,274329134.3924885,TOTAL
2019,assam,golaghat,121795,194779142.64060068,TOTAL
2019,assam,kamrup metropolitan,2510384,7206165641.817837,TOTAL
2019,assam,sonitpur,298139,613461613.2726699,TOTAL
2019,assam,barpeta,295624,613479659.5323288,TOTAL
2019,assam,nagaon,287586,546184547.4478518,TOTAL
2019,assam,cachar,273506,482197783.15532976,TOTAL
2019,assam,dibrugarh,255885,470389915.7975105,TOTAL
2019,assam,kamrup,249708,461559258.766533,TOTAL
2019,assam,tinsukia,224113,423685126.94560075,TOTAL
2019,assam,jorhat,185402,307700398.0221567,TOTAL
2019,assam,goalpara,139662,282003507.8056698,TOTAL
2020,assam,kamrup metropolitan,3338601,10080547554.265474,TOTAL
2020,assam,sonitpur,383179,755509094.6113625,TOTAL
2020,assam,cachar,375774,659702346.1886156,TOTAL
2020,assam,barpeta,367963,833078665.8149495,TOTAL
2020,assam,nagaon,360749,736229612.8989755,TOTAL
2020,assam,kamrup,322830,605538834.8588183,TOTAL
2020,assam,dibrugarh,317878,585327059.678019,TOTAL
2020,assam,tinsukia,286640,541758826.9845176,TOTAL
2020,assam,jorhat,232108,371072710.739732,TOTAL
2020,assam,golaghat,179380,301335497.7930421,TOTAL
2020,assam,kamrup metropolitan,2543890,7190215278.036329,TOTAL
2020,assam,nagaon,521404,889592664.4056509,TOTAL
2020,assam,barpeta,519590,967512954.9444927,TOTAL
2020,assam,sonitpur,510820,899403354.2732959,TOTAL
2020,assam,kamrup,461735,696378364.1282136,TOTAL
2020,assam,cachar,448258,671325302.7518412,TOTAL
2020,assam,dibrugarh,447580,678491572.8304845,TOTAL
2020,assam,tinsukia,420620,618021383.1902584,TOTAL
2020,assam,jorhat,306847,406689798.0164192,TOTAL
2020,assam,golaghat,290221,381486790.0123421,TOTAL
2020,assam,kamrup metropolitan,4268591,13346088870.114109,TOTAL
2020,assam,barpeta,553783,1306355860.1566281,TOTAL
2020,assam,sonitpur,540972,1164586118.8388221,TOTAL
2020,assam,nagaon,535675,1153926434.0592713,TOTAL
2020,assam,dibrugarh,526945,1106487215.771987,TOTAL
2020,assam,cachar,487493,920279966.2377983,TOTAL
2020,assam,kamrup,445726,878646586.9277798,TOTAL
2020,assam,tinsukia,442335,839411510.8503457,TOTAL
2020,assam,jorhat,315288,542788284.757088,TOTAL
2020,assam,golaghat,278714,484885427.8581189,TOTAL
2020,assam,kamrup metropolitan,5300547,16105922899.456022,TOTAL
2020,assam,barpeta,724763,2053361856.4779525,TOTAL
2020,assam,sonitpur,676306,1560923095.7659311,TOTAL
2020,assam,nagaon,667880,1665021995.8192074,TOTAL
2020,assam,dibrugarh,631601,1479167066.80543,TOTAL
2020,assam,cachar,623731,1434767202.3488228,TOTAL
2020,assam,kamrup,557203,1271039293.2521,TOTAL
2020,assam,tinsukia,543941,1209737013.9697673,TOTAL
2020,assam,jorhat,400452,815676507.4744498,TOTAL
2020,assam,goalpara,381733,1018165139.8396726,TOTAL
2021,assam,kamrup metropolitan,9400818,24003716533.697937,TOTAL
2021,assam,barpeta,768249,2378951523.3799787,TOTAL
2021,assam,dibrugarh,680608,1710571109.9822497,TOTAL
2021,assam,nagaon,675634,2019926209.3789358,TOTAL
2021,assam,sonitpur,669242,1689369790.4289408,TOTAL
2021,assam,cachar,614703,1577581912.6812966,TOTAL
2021,assam,kamrup,557802,1450662971.6951797,TOTAL
2021,assam,tinsukia,480161,1160430411.7091095,TOTAL
2021,assam,goalpara,400249,1203600745.3463283,TOTAL
2021,assam,jorhat,388882,856404785.4295709,TOTAL
2021,assam,kamrup metropolitan,12113618,26948905679.32876,TOTAL
2021,assam,barpeta,1094358,2927546915.4449625,TOTAL
2021,assam,nagaon,928187,2446953429.3994994,TOTAL
2021,assam,dibrugarh,870918,1976153977.7728927,TOTAL
2021,assam,sonitpur,848080,1929013770.5926275,TOTAL
2021,assam,cachar,743120,1680050955.980187,TOTAL
2021,assam,kamrup,737877,1686926641.03952,TOTAL
2021,assam,tinsukia,606143,1318534292.5264628,TOTAL
2021,assam,goalpara,544911,1475602701.2507868,TOTAL
2021,assam,dhubri,528440,1316708576.7981753,TOTAL
2021,assam,kamrup metropolitan,16840668,36123082534.66112,TOTAL
2021,assam,barpeta,1436928,3522432994.68204,TOTAL
2021,assam,nagaon,1156024,2903215135.784228,TOTAL
2021,assam,dibrugarh,1116075,2517711536.27678,TOTAL
2021,assam,sonitpur,1030160,2385666128.443201,TOTAL
2021,assam,cachar,998685,2285248942.8809485,TOTAL
2021,assam,kamrup,957373,2112276358.4188256,TOTAL
2021,assam,tinsukia,726497,1620117007.2069793,TOTAL
2021,assam,dhubri,668723,1682447560.536893,TOTAL
2021,assam,goalpara,650085,1747257315.9936595,TOTAL
2021,assam,kamrup metropolitan,22903930,48177919267.36949,TOTAL
2021,assam,barpeta,2145496,5341626359.643989,TOTAL
2021,assam,nagaon,1599255,4181552742.898878,TOTAL
2021,assam,dibrugarh,1489321,3247229901.0804715,TOTAL
2021,assam,sonitpur,1437714,3119948215.769208,TOTAL
2021,assam,cachar,1424029,3288405319.030481,TOTAL
2021,assam,kamrup,1326629,2906827875.9780307,TOTAL
2021,assam,dhubri,947815,2452971274.528925,TOTAL
2021,assam,tinsukia,924326,2099664801.0310597,TOTAL
2021,assam,goalpara,920783,2590433257.901761,TOTAL
2022,assam,kamrup metropolitan,28908435,60093746992.89225,TOTAL
2022,assam,barpeta,2846523,7413611760.549713,TOTAL
2022,assam,nagaon,2049272,5405490459.948577,TOTAL
2022,assam,cachar,1869862,4225305321.2857337,TOTAL
2022,assam,dibrugarh,1830668,3721424814.9586687,TOTAL
2022,assam,sonitpur,1805856,3651941482.2987123,TOTAL
2022,assam,kamrup,1708845,3838019247.423967,TOTAL
2022,assam,goalpara,1299073,3720380319.732236,TOTAL
2022,assam,dhubri,1247298,3380205337.1301537,TOTAL
2022,assam,darrang,1205741,2732173374.6894684,TOTAL
2022,assam,kamrup metropolitan,37896005,70515346667.22394,TOTAL
2022,assam,barpeta,3782074,8597920826.98738,TOTAL
2022,assam,nagaon,2624899,6401629329.647786,TOTAL
2022,assam,dibrugarh,2372318,4426557091.530311,TOTAL
2022,assam,sonitpur,2331103,4228702694.640686,TOTAL
2022,assam,cachar,2208886,4390976386.361718,TOTAL
2022,assam,kamrup,2122755,4247651138.5524573,TOTAL
2022,assam,darrang,1764727,3227701241.9922867,TOTAL
2022,assam,dhubri,1748061,4095843491.5119724,TOTAL
2022,assam,goalpara,1660385,4241626695.28664,TOTAL
2022,assam,kamrup metropolitan,39606017,69410860235.2296,TOTAL
2022,assam,barpeta,4561028,9149960686.489628,TOTAL
2022,assam,sonitpur,3096898,5410346627.41358,TOTAL
2022,assam,nagaon,2968058,6558107158.010572,TOTAL
2022,assam,cachar,2665315,5192449137.351445,TOTAL
2022,assam,kamrup,2430234,4614592326.476387,TOTAL
2022,assam,dibrugarh,2307181,3933628296.025187,TOTAL
2022,assam,jorhat,2264530,3694675386.605816,TOTAL
2022,assam,dhubri,2223747,4556385241.834757,TOTAL
2022,assam,goalpara,2054687,4590076568.303604,TOTAL
2022,assam,kamrup metropolitan,48873033,84183380553.41818,TOTAL
2022,assam,barpeta,5914147,12025232756.80872,TOTAL
2022,assam,sonitpur,3570910,5955878582.005959,TOTAL
2022,assam,kamrup,3473735,6488564510.007879,TOTAL
2022,assam,nagaon,3466436,7442294882.997084,TOTAL
2022,assam,cachar,3169492,6146128032.607638,TOTAL
2022,assam,dhubri,2801543,5696918774.408015,TOTAL
2022,assam,dibrugarh,2781759,4540236249.409073,TOTAL
2022,assam,goalpara,2471469,5401152298.290413,TOTAL
2022,assam,bongaigaon,2301942,4663672960.523357,TOTAL
2023,assam,kamrup metropolitan,22957420,32177527551.0,TOTAL
2023,assam,barpeta,8607360,18729528128.0,TOTAL
2023,assam,nagaon,6685799,14229904732.0,TOTAL
2023,assam,cachar,5638260,10760387455.0,TOTAL
2023,assam,sonitpur,5085643,8045533285.0,TOTAL
2023,assam,kamrup,4930296,9371100434.0,TOTAL
2023,assam,dhubri,4783556,10188898480.0,TOTAL
2023,assam,goalpara,4337423,9833497403.0,TOTAL
2023,assam,dibrugarh,3760225,5608974753.0,TOTAL
2023,assam,darrang,3615988,7158735706.0,TOTAL
2023,assam,kamrup metropolitan,27633429,36066525702.0,TOTAL
2023,assam,barpeta,10582441,20577968723.0,TOTAL
2023,assam,nagaon,8290774,15933295314.0,TOTAL
2023,assam,cachar,6593914,11304410610.0,TOTAL
2023,assam,sonitpur,6079471,9155763527.0,TOTAL
2023,assam,kamrup,6019583,10319507492.0,TOTAL
2023,assam,dhubri,5998987,11652162342.0,TOTAL
2023,assam,goalpara,5347770,10755879893.0,TOTAL
2023,assam,darrang,4517036,7943501699.0,TOTAL
2023,assam,dibrugarh,4515459,6339612450.0,TOTAL
2018,bihar,patna,1197281,1282492050.6392517,TOTAL
2018,bihar,muzaffarpur,388401,394717112.5966706,TOTAL
