year,state,Pincode,type,count,amount
2020,puducherry,605008,TOTAL,64529,109643233.98506927
2020,puducherry,605004,TOTAL,61104,103916385.15949845
2020,puducherry,605009,TOTAL,60243,107030572.81869626
2020,puducherry,605010,TOTAL,40672,66802177.34397437
2020,puducherry,605007,TOTAL,39600,64493209.31337209
2020,puducherry,605011,TOTAL,35334,69997953.78423943
2020,puducherry,605002,TOTAL,563408,1463605726.5866117
2020,puducherry,605110,TOTAL,130756,231265112.34255123
2020,puducherry,533464,TOTAL,105613,212350487.31674814
2020,puducherry,605008,TOTAL,96375,170852507.30649185
2020,puducherry,605004,TOTAL,93247,174208217.03337535
2020,puducherry,605107,TOTAL,91162,156565879.89717433
2020,puducherry,605009,TOTAL,86795,157999316.3035466
2020,puducherry,605011,TOTAL,62198,124850340.92547211
2020,puducherry,605010,TOTAL,61273,105424472.56759906
2020,puducherry,605013,TOTAL,56558,105330616.75937249
2020,puducherry,605002,TOTAL,638379,1383994730.1409993
2020,puducherry,605110,TOTAL,224634,371707327.70571125
2020,puducherry,533464,TOTAL,182547,363312761.9640232
2020,puducherry,605008,TOTAL,165010,273704927.4579234
2020,puducherry,605004,TOTAL,162165,284031309.2452656
2020,puducherry,605107,TOTAL,148982,237206375.5399137
2020,puducherry,605009,TOTAL,145128,236730637.76071918
2020,puducherry,605011,TOTAL,129838,238763540.41188776
2020,puducherry,605001,TOTAL,119892,189093474.15308768
2020,puducherry,605013,TOTAL,109509,195796385.64657378
2021,puducherry,605002,TOTAL,1036280,1941081627.2425518
2021,puducherry,605110,TOTAL,241566,414864451.9445424
2021,puducherry,533464,TOTAL,178609,375222411.5704021
2021,puducherry,605004,TOTAL,169709,304441341.6975867
2021,puducherry,605008,TOTAL,166417,287326790.8919368
2021,puducherry,605009,TOTAL,162355,267262410.20449784
2021,puducherry,605107,TOTAL,161702,276947022.24089235
2021,puducherry,605001,TOTAL,148796,235818154.56289083
2021,puducherry,605011,TOTAL,141034,263566444.02291387
2021,puducherry,605013,TOTAL,122949,219820896.14333144
2021,puducherry,605002,TOTAL,1448920,2544720176.7440305
2021,puducherry,605110,TOTAL,260753,433244726.7561368
2021,puducherry,533464,TOTAL,212893,448908146.532982
2021,puducherry,605107,TOTAL,183884,299066521.5685449
2021,puducherry,605008,TOTAL,175805,297898075.19574624
2021,puducherry,605009,TOTAL,174981,286998107.56540006
2021,puducherry,605004,TOTAL,171368,304851936.03242636
2021,puducherry,605010,TOTAL,115420,189558713.0667687
2021,puducherry,605011,TOTAL,111470,201185020.60837623
2021,puducherry,605007,TOTAL,109332,188239611.69517645
2021,puducherry,605002,TOTAL,1867399,3253487986.2339063
2021,puducherry,605110,TOTAL,346358,583798360.4687543
2021,puducherry,533464,TOTAL,289263,571731114.8773613
2021,puducherry,605107,TOTAL,246787,383395061.67131907
2021,puducherry,605004,TOTAL,239043,424823526.38824356
2021,puducherry,605008,TOTAL,233980,391079600.043909
2021,puducherry,605009,TOTAL,223798,350806665.41205895
2021,puducherry,605001,TOTAL,207798,307368142.17009056
2021,puducherry,605011,TOTAL,192556,352712595.7910056
2021,puducherry,605013,TOTAL,165590,280835750.7411846
2021,puducherry,605002,TOTAL,2320004,3824140611.518544
2021,puducherry,605110,TOTAL,424922,684663384.0742521
2021,puducherry,533464,TOTAL,360182,704806775.357012
2021,puducherry,605107,TOTAL,302520,460660284.24228835
2021,puducherry,605004,TOTAL,292666,510633275.76471555
2021,puducherry,605008,TOTAL,283470,465029964.948618
2021,puducherry,605001,TOTAL,279864,395913652.4168658
2021,puducherry,605009,TOTAL,272096,424087700.81706536
2021,puducherry,605011,TOTAL,248717,428758472.4211892
2021,puducherry,605013,TOTAL,200735,334286482.1835575
2022,puducherry,605002,TOTAL,2725323,4579265602.263967
2022,puducherry,605110,TOTAL,483083,778386534.7659646
2022,puducherry,533464,TOTAL,410527,819248314.3131008
2022,puducherry,605107,TOTAL,348546,526679480.27469003
2022,puducherry,605004,TOTAL,333638,574236327.8022084
2022,puducherry,605008,TOTAL,323707,527327358.0428722
2022,puducherry,605001,TOTAL,323420,445818706.5618657
2022,puducherry,605009,TOTAL,302620,473150145.73652303
2022,puducherry,605011,TOTAL,275930,465436216.1464253
2022,puducherry,605013,TOTAL,222478,363094240.9214482
2022,puducherry,605002,TOTAL,3234467,5237678359.690546
2022,puducherry,605110,TOTAL,554270,874348179.6776617
2022,puducherry,533464,TOTAL,481753,963312236.3090451
2022,puducherry,605107,TOTAL,395111,586804758.4358172
2022,puducherry,605001,TOTAL,383977,513948511.5165339
2022,puducherry,605004,TOTAL,378032,655796309.2698936
2022,puducherry,605008,TOTAL,369960,580134785.7898461
2022,puducherry,605009,TOTAL,345483,530600617.7152571
2022,puducherry,605011,TOTAL,330790,543300710.4714139
2022,puducherry,605007,TOTAL,262208,391506436.03183925
2022,puducherry,605007,TOTAL,1216338,1890008143.98414
2022,puducherry,605002,TOTAL,627419,962844480.9391389
2022,puducherry,605110,TOTAL,563619,869084454.9330293
2022,puducherry,533464,TOTAL,466305,876565449.6380186
2022,puducherry,605107,TOTAL,405032,580644927.3152399
2022,puducherry,605004,TOTAL,382590,631864663.836401
2022,puducherry,605008,TOTAL,378194,573573538.4963782
2022,puducherry,605001,TOTAL,376274,479195564.3908845
2022,puducherry,605009,TOTAL,355144,530966398.0658772
2022,puducherry,605011,TOTAL,333838,548910022.8867812
2022,puducherry,605007,TOTAL,1538392,2345044522.67898
2022,puducherry,605110,TOTAL,611796,909780282.0641551
2022,puducherry,533464,TOTAL,536311,969860108.2593638
2022,puducherry,605107,TOTAL,434827,592456098.4534976
2022,puducherry,605001,TOTAL,429947,522069697.9114891
2022,puducherry,605004,TOTAL,417307,672214343.2421416
2022,puducherry,605008,TOTAL,407547,600368372.1707587
2022,puducherry,605009,TOTAL,382364,553491591.0297155
2022,puducherry,605011,TOTAL,365415,584157756.2828187
2022,puducherry,605002,TOTAL,287384,333795571.18738115
2023,puducherry,605110,TOTAL,975229,1415082091.0
2023,puducherry,533464,TOTAL,919789,1592729097.0
2023,puducherry,605107,TOTAL,705495,957352876.0
2023,puducherry,605001,TOTAL,672788,774778288.0
2023,puducherry,605004,TOTAL,659822,1018879906.0
2023,puducherry,605008,TOTAL,639216,889537721.0
2023,puducherry,605009,TOTAL,605979,847931713.0
2023,puducherry,605011,TOTAL,557579,848071401.0
2023,puducherry,605007,TOTAL,477942,657431573.0
2023,puducherry,605013,TOTAL,442347,647860973.0
2023,puducherry,605110,TOTAL,1062462,1541137525.0
2023,puducherry,533464,TOTAL,1041312,1778086558.0
2023,puducherry,605107,TOTAL,770496,1015747274.0
2023,puducherry,605001,TOTAL,740278,839713258.0
2023,puducherry,605004,TOTAL,722830,1091895631.0
2023,puducherry,605008,TOTAL,685066,957671883.0
2023,puducherry,605009,TOTAL,662510,909356927.0
2023,puducherry,605011,TOTAL,619424,928139663.0
2023,puducherry,605007,TOTAL,516024,688740235.0
2023,puducherry,605013,TOTAL,512002,744569122.0
2018,punjab,141003,TOTAL,79956,118993261.94966857
2018,punjab,143001,TOTAL,65131,142649152.04241604
2018,punjab,140301,TOTAL,44628,65700553.824487925
2018,punjab,141008,TOTAL,43174,63069858.97156304
2018,punjab,144411,TOTAL,37436,34683081.643793784
2018,punjab,145001,TOTAL,34864,60362429.76274982
2018,punjab,141017,TOTAL,34314,25023877.065169007
2018,punjab,140603,TOTAL,32591,72693533.9375656
2018,punjab,147001,TOTAL,32289,57804363.22929226
2018,punjab,141010,TOTAL,30964,31110524.80013688
2018,punjab,143001,TOTAL,98459,231845409.89415362
2018,punjab,141003,TOTAL,90265,164436877.99394876
2018,punjab,141008,TOTAL,69917,114343015.07157964
2018,punjab,140301,TOTAL,59441,112261634.82956553
2018,punjab,145001,TOTAL,52318,114417309.45578185
2018,punjab,147001,TOTAL,48770,106055899.70757976
2018,punjab,140603,TOTAL,46762,116522379.66196209
2018,punjab,141010,TOTAL,42451,56408867.2370008
2018,punjab,152116,TOTAL,40513,61261622.14363113
2018,punjab,140308,TOTAL,40380,79761373.7295509
2018,punjab,143001,TOTAL,132508,363203159.5718124
2018,punjab,141003,TOTAL,103138,223784770.0505718
2018,punjab,141008,TOTAL,101702,207057061.75524485
2018,punjab,140301,TOTAL,91414,169876182.10568243
2018,punjab,145001,TOTAL,72110,195239034.075101
2018,punjab,141010,TOTAL,67457,89701910.0083914
2018,punjab,147001,TOTAL,66501,164813593.80804488
2018,punjab,140603,TOTAL,66176,175401277.2445055
2018,punjab,152116,TOTAL,61171,88549420.37294894
2018,punjab,141017,TOTAL,55220,71396001.41456226
2018,punjab,143001,TOTAL,200120,534226148.61016536
2018,punjab,141008,TOTAL,138792,338688168.1351111
2018,punjab,141003,TOTAL,135820,330229652.9470419
2018,punjab,140301,TOTAL,119615,255074649.45137885
2018,punjab,145001,TOTAL,102415,305340100.55406684
2018,punjab,141017,TOTAL,100991,104841268.90803473
2018,punjab,147001,TOTAL,91761,244144950.24468833
2018,punjab,140603,TOTAL,91324,239464387.06890512
2018,punjab,141010,TOTAL,85304,131706706.38009533
2018,punjab,140308,TOTAL,78867,139336182.25199592
2019,punjab,141003,TOTAL,595707,1215430195.6647024
2019,punjab,140301,TOTAL,280331,550039487.685864
2019,punjab,143001,TOTAL,271968,612763229.3012767
2019,punjab,141008,TOTAL,162745,345994899.9449203
2019,punjab,141017,TOTAL,160471,132527096.3467741
2019,punjab,141010,TOTAL,151172,166230957.67552
2019,punjab,140308,TOTAL,143153,189851467.26580697
2019,punjab,144411,TOTAL,133287,138062721.70521837
2019,punjab,140603,TOTAL,119962,290130530.36794275
2019,punjab,147001,TOTAL,118966,276035226.5206078
2019,punjab,141003,TOTAL,1655885,3715037000.799824
2019,punjab,140301,TOTAL,656956,1423490829.888585
2019,punjab,143001,TOTAL,328302,794409456.0496817
2019,punjab,144001,TOTAL,223171,510477228.2559527
2019,punjab,141008,TOTAL,170863,380846189.5630491
2019,punjab,144411,TOTAL,167689,197554456.2886337
2019,punjab,140603,TOTAL,137109,331433988.1807325
2019,punjab,140308,TOTAL,130201,198114779.00164932
2019,punjab,147001,TOTAL,117478,294491672.9823115
2019,punjab,141001,TOTAL,109420,263774700.81900084
2019,punjab,141003,TOTAL,1510018,4396675867.114721
2019,punjab,140301,TOTAL,729119,1730389569.2531195
2019,punjab,143001,TOTAL,480086,1033217498.260842
2019,punjab,144411,TOTAL,339659,256532691.53389835
2019,punjab,141008,TOTAL,247451,536153796.34745836
2019,punjab,144001,TOTAL,242232,628758357.3654436
2019,punjab,140603,TOTAL,203430,428007304.9020716
2019,punjab,140308,TOTAL,179291,247426917.03541344
2019,punjab,147001,TOTAL,172849,390579370.1970187
2019,punjab,141001,TOTAL,155082,356812751.3865651
2019,punjab,141003,TOTAL,1876920,5392286092.499036
2019,punjab,140301,TOTAL,932713,2156605286.3164034
2019,punjab,143001,TOTAL,576382,1354075256.329587
2019,punjab,144411,TOTAL,465401,320396328.0635756
2019,punjab,141008,TOTAL,448788,1195196785.5822947
2019,punjab,144001,TOTAL,339061,893587638.0343192
2019,punjab,140308,TOTAL,255729,397723966.2082061
2019,punjab,140603,TOTAL,246804,520026888.4406948
2019,punjab,147001,TOTAL,205634,487323192.5281323
2019,punjab,141001,TOTAL,183621,430105795.4530213
2020,punjab,141008,TOTAL,2204060,6049261691.561724
2020,punjab,140308,TOTAL,782052,1778464937.5073214
2020,punjab,143001,TOTAL,655170,1503820133.12773
2020,punjab,144411,TOTAL,502715,294837078.0203774
2020,punjab,144001,TOTAL,399344,1065693560.4100368
2020,punjab,140301,TOTAL,388888,495925984.09354955
2020,punjab,140603,TOTAL,279571,551302646.1414292
2020,punjab,147001,TOTAL,218251,493365771.2967855
2020,punjab,141001,TOTAL,196501,450456150.5591303
2020,punjab,141003,TOTAL,188752,405110896.2310368
2020,punjab,141008,TOTAL,1933611,5935144850.588928
2020,punjab,143001,TOTAL,606568,1360267849.7954679
2020,punjab,140308,TOTAL,390635,1048947180.2488436
2020,punjab,144001,TOTAL,293695,836446916.4686183
2020,punjab,140301,TOTAL,242270,396941056.5856328
2020,punjab,140603,TOTAL,230721,453001422.66260445
2020,punjab,145001,TOTAL,206228,470130617.07350135
2020,punjab,147001,TOTAL,196701,439768027.3954353
2020,punjab,141003,TOTAL,165637,327683869.71565175
2020,punjab,141001,TOTAL,162462,353195502.5688583
2020,punjab,141008,TOTAL,2867721,8360811842.828445
2020,punjab,143001,TOTAL,769451,1999606622.5635748
2020,punjab,140308,TOTAL,383703,757985873.2855716
2020,punjab,140603,TOTAL,360947,757964358.2143505
2020,punjab,140301,TOTAL,346393,572413273.2058285
2020,punjab,144001,TOTAL,272576,747726279.984301
2020,punjab,147001,TOTAL,267878,674360222.6899031
2020,punjab,145001,TOTAL,248823,665895309.7393382
2020,punjab,141003,TOTAL,227044,523270030.7321095
2020,punjab,141001,TOTAL,225006,544450286.773348
2020,punjab,141008,TOTAL,2976448,8609568637.44256
2020,punjab,143001,TOTAL,1085788,2799958793.967581
2020,punjab,140603,TOTAL,562676,1122140774.1117558
2020,punjab,140301,TOTAL,556418,865933875.1239388
2020,punjab,140308,TOTAL,510268,745392328.1120301
2020,punjab,147001,TOTAL,379659,921437976.1568284
2020,punjab,145001,TOTAL,339689,903698958.4686396
2020,punjab,141001,TOTAL,324863,795663905.6156021
2020,punjab,144001,TOTAL,318708,841347822.6474943
2020,punjab,141003,TOTAL,309431,725802164.1181587
2021,punjab,141008,TOTAL,5548372,11884271323.49248
2021,punjab,143001,TOTAL,1262201,3107158171.6790743
2021,punjab,140308,TOTAL,792653,1209253471.7578707
2021,punjab,140301,TOTAL,691120,948789979.4793088
2021,punjab,140603,TOTAL,587114,1134618777.7354226
2021,punjab,144001,TOTAL,482416,1141507924.8772001
2021,punjab,147001,TOTAL,410606,979883081.4840537
2021,punjab,141001,TOTAL,321848,785514720.510848
2021,punjab,145001,TOTAL,312643,847325152.1424605
2021,punjab,141003,TOTAL,302072,713089104.814704
2021,punjab,141008,TOTAL,7637763,15520456270.585651
2021,punjab,143001,TOTAL,1499864,3585966718.582096
2021,punjab,140308,TOTAL,901416,1425394784.6029642
2021,punjab,140301,TOTAL,714080,1040958190.725596
2021,punjab,140603,TOTAL,619719,1217764376.0271494
2021,punjab,144001,TOTAL,546406,1220377018.5199287
2021,punjab,147001,TOTAL,470972,1151355120.6801445
2021,punjab,145001,TOTAL,388018,972086889.8648155
2021,punjab,141001,TOTAL,332063,817674432.3183126
2021,punjab,141003,TOTAL,325305,749871102.3515452
2021,punjab,141008,TOTAL,11041061,20678673037.58342
2021,punjab,143001,TOTAL,1974996,4447292004.848708
2021,punjab,140308,TOTAL,1122267,1653032309.3658862
2021,punjab,140301,TOTAL,880844,1253484439.7695906
2021,punjab,144001,TOTAL,844289,1780073560.4911208
2021,punjab,140603,TOTAL,833255,1590074431.4319546
2021,punjab,147001,TOTAL,648785,1494144090.0747273
2021,punjab,145001,TOTAL,520820,1288359993.5674548
2021,punjab,141001,TOTAL,470394,1088155017.5213614
2021,punjab,151001,TOTAL,425732,1020518338.4298184
2021,punjab,141008,TOTAL,13418112,26344629316.290863
2021,punjab,143001,TOTAL,2428211,5753345068.588264
2021,punjab,140308,TOTAL,1326368,2068398119.4130378
2021,punjab,140301,TOTAL,1195981,1643665523.822769
2021,punjab,144001,TOTAL,1016229,2247446014.3388247
2021,punjab,140603,TOTAL,966217,1839650779.3144863
2021,punjab,147001,TOTAL,761878,1835015551.7093265
2021,punjab,145001,TOTAL,678080,1655351923.208128
2021,punjab,141001,TOTAL,568332,1376083757.9036813
2021,punjab,151001,TOTAL,507382,1195567872.7909434
2022,punjab,141008,TOTAL,14304410,26313996218.719788
2022,punjab,143001,TOTAL,2719468,6399436596.7550125
2022,punjab,140308,TOTAL,1392852,2125034734.0134268
2022,punjab,140301,TOTAL,1305956,1768536228.7671556
2022,punjab,140603,TOTAL,1074201,1963267704.7051582
2022,punjab,144001,TOTAL,1027217,2293800940.353794
2022,punjab,147001,TOTAL,822756,1923327033.7336512
2022,punjab,145001,TOTAL,775802,1744469196.2946777
2022,punjab,141001,TOTAL,623201,1459308097.645636
2022,punjab,151001,TOTAL,589881,1411828753.370968
2022,punjab,141008,TOTAL,18613851,30932873842.40671
2022,punjab,143001,TOTAL,3284678,7544432923.639183
2022,punjab,140301,TOTAL,1707376,2132957264.045349
2022,punjab,140308,TOTAL,1600015,2298740867.519915
2022,punjab,144001,TOTAL,1384185,2874491811.5699377
2022,punjab,140603,TOTAL,1318798,2270499395.124955
2022,punjab,147001,TOTAL,1030096,2239173247.4908824
2022,punjab,145001,TOTAL,962873,2069321829.0216851
2022,punjab,144411,TOTAL,841422,583294319.3112409
2022,punjab,141001,TOTAL,760816,1612735716.4188502
2022,punjab,141007,TOTAL,17194042,26076678336.602097
2022,punjab,141008,TOTAL,3792453,7270600019.612049
2022,punjab,143001,TOTAL,3641708,7946208922.080432
2022,punjab,141003,TOTAL,3522146,5956975288.715145
2022,punjab,160066,TOTAL,3341430,5058698409.990889
2022,punjab,140301,TOTAL,1917528,2247401003.103948
2022,punjab,144001,TOTAL,1584180,3130303320.5152707
2022,punjab,144411,TOTAL,1509657,1075946624.3366413
2022,punjab,140603,TOTAL,1501915,2472962564.0728073
2022,punjab,140308,TOTAL,1185509,1312944472.199987
2022,punjab,141007,TOTAL,19531735,31243716271.50683
2022,punjab,143001,TOTAL,4052053,9080037202.707682
2022,punjab,141003,TOTAL,3953534,7008561700.545109
2022,punjab,160066,TOTAL,2485138,4220000618.172685
2022,punjab,140301,TOTAL,2203096,2481278825.08311
2022,punjab,144001,TOTAL,2024135,3899236693.1675825
2022,punjab,144411,TOTAL,1891911,977306373.2836244
2022,punjab,141008,TOTAL,1881474,4512618767.795233
2022,punjab,140603,TOTAL,1679582,2760124408.65554
2022,punjab,147001,TOTAL,1320186,2673533501.458725
2023,punjab,143001,TOTAL,4926763,10757826238.0
2023,punjab,140301,TOTAL,3329964,3750329062.0
2023,punjab,144411,TOTAL,2855053,1496433173.0
2023,punjab,141008,TOTAL,2665032,5345287351.0
2023,punjab,140603,TOTAL,2309272,3596099223.0
2023,punjab,140308,TOTAL,1859752,1847754046.0
2023,punjab,145001,TOTAL,1627234,3098187644.0
2023,punjab,147001,TOTAL,1488820,2821249152.0
2023,punjab,141007,TOTAL,1381714,2370242636.0
2023,punjab,141001,TOTAL,1327683,2735112374.0
2023,punjab,143001,TOTAL,5787855,11694816286.0
2023,punjab,140301,TOTAL,4179852,4347684130.0
2023,punjab,141008,TOTAL,3683631,5912138351.0
2023,punjab,144411,TOTAL,2957104,1566284948.0
2023,punjab,140603,TOTAL,2905011,4300619952.0
2023,punjab,140308,TOTAL,2268216,2086767308.0
2023,punjab,145001,TOTAL,2011776,3589528455.0
2023,punjab,141007,TOTAL,1915328,2711281126.0
2023,punjab,147001,TOTAL,1711580,2983934814.0
2023,punjab,141001,TOTAL,1599446,2905747715.0
2018,rajasthan,302001,TOTAL,209739,292411778.3167514
2018,rajasthan,302012,TOTAL,143135,199302202.62341797
2018,rajasthan,302015,TOTAL,137020,172400445.92333633
2018,rajasthan,302017,TOTAL,134012,163502033.3443347
2018,rajasthan,302029,TOTAL,128104,135555667.06361395
2018,rajasthan,302020,TOTAL,113159,148995539.44350016
2018,rajasthan,302022,TOTAL,101924,102091313.38207474
2018,rajasthan,311001,TOTAL,99262,137834651.4038366
2018,rajasthan,301001,TOTAL,84558,127305554.22571197
2018,rajasthan,302013,TOTAL,82106,106745038.95707783
2018,rajasthan,302001,TOTAL,242220,457737042.3616353
2018,rajasthan,302012,TOTAL,192441,334490729.74687064
2018,rajasthan,302015,TOTAL,192326,299144627.7247395
2018,rajasthan,302017,TOTAL,167027,248738917.5397731
2018,rajasthan,302029,TOTAL,158613,220665255.92971268
2018,rajasthan,302020,TOTAL,150131,247164516.42669612
2018,rajasthan,311001,TOTAL,133097,230526889.1701444
2018,rajasthan,302022,TOTAL,125440,158560196.40492076
2018,rajasthan,301001,TOTAL,116367,214793896.0219444
2018,rajasthan,302018,TOTAL,115194,181972986.53692004
2018,rajasthan,302001,TOTAL,304945,605573687.4317768
2018,rajasthan,302017,TOTAL,298447,426857110.33912873
2018,rajasthan,302012,TOTAL,292959,545461249.6472253
2018,rajasthan,302022,TOTAL,291883,300387247.7839042
2018,rajasthan,302015,TOTAL,281307,438256209.5467619
2018,rajasthan,302029,TOTAL,241188,359794578.75295204
2018,rajasthan,302020,TOTAL,221662,389701040.92997324
2018,rajasthan,311001,TOTAL,195470,364598763.43292195
2018,rajasthan,302018,TOTAL,172883,268559804.2399466
2018,rajasthan,301001,TOTAL,172776,320229417.3878976
2018,rajasthan,302015,TOTAL,444192,630328852.3652544
2018,rajasthan,302012,TOTAL,437412,845231636.7391852
2018,rajasthan,302017,TOTAL,436006,616649595.1755898
2018,rajasthan,302001,TOTAL,429176,900354445.2771168
2018,rajasthan,302029,TOTAL,369254,535832228.9687783
2018,rajasthan,302020,TOTAL,363407,576133396.5578454
2018,rajasthan,302022,TOTAL,342674,405323876.5685896
2018,rajasthan,302018,TOTAL,270041,392579890.6983815
2018,rajasthan,311001,TOTAL,256015,527712734.68598366
2018,rajasthan,301001,TOTAL,255251,514871820.9222298
2019,rajasthan,302001,TOTAL,4954219,7600396570.221162
2019,rajasthan,302017,TOTAL,914628,927259885.2815127
2019,rajasthan,302015,TOTAL,888065,939365230.2985821
2019,rajasthan,302012,TOTAL,866730,1280261615.1363542
2019,rajasthan,302022,TOTAL,829260,671569904.4687246
2019,rajasthan,302029,TOTAL,817617,832399001.9662585
2019,rajasthan,302020,TOTAL,687134,829412680.7056451
2019,rajasthan,311001,TOTAL,523857,810765253.4648952
2019,rajasthan,302018,TOTAL,505288,555969533.2439524
2019,rajasthan,302013,TOTAL,494916,703838907.0034728
2019,rajasthan,302001,TOTAL,14130072,26047079270.713707
2019,rajasthan,302015,TOTAL,961632,1089991053.6913998
2019,rajasthan,302017,TOTAL,894996,1019525321.4251313
2019,rajasthan,302012,TOTAL,890906,1541775592.1051295
2019,rajasthan,302029,TOTAL,746005,982069067.5325654
2019,rajasthan,302020,TOTAL,734567,999364592.5683161
2019,rajasthan,302022,TOTAL,622825,692917325.5691572
2019,rajasthan,311001,TOTAL,580827,1084980565.8966331
2019,rajasthan,302018,TOTAL,540137,651025423.7486764
2019,rajasthan,302033,TOTAL,481947,533557911.6922488
2019,rajasthan,302001,TOTAL,15037317,31903765546.790283
2019,rajasthan,302012,TOTAL,1550134,2167505704.5312195
2019,rajasthan,302015,TOTAL,1480257,1488138012.246193
2019,rajasthan,302017,TOTAL,1443448,1393654036.9477575
2019,rajasthan,302020,TOTAL,1210064,1401914422.370545
2019,rajasthan,302029,TOTAL,1191769,1344389251.7075403
2019,rajasthan,311001,TOTAL,928820,1443439641.9725292
2019,rajasthan,302018,TOTAL,891386,905427237.8405185
2019,rajasthan,302022,TOTAL,863740,910362505.4010675
2019,rajasthan,302033,TOTAL,754156,719052480.9149649
2019,rajasthan,302001,TOTAL,17153003,41220743922.1253
2019,rajasthan,302016,TOTAL,2336054,4842974163.826869
2019,rajasthan,302017,TOTAL,1757873,1800314440.0863743
2019,rajasthan,302015,TOTAL,1739574,1826908587.5883286
2019,rajasthan,302012,TOTAL,1727597,2948686058.7849503
2019,rajasthan,302020,TOTAL,1516400,1899752188.0615728
2019,rajasthan,302029,TOTAL,1434616,1789927250.4976356
2019,rajasthan,311001,TOTAL,1121852,2021733041.256151
2019,rajasthan,302018,TOTAL,1085573,1181095864.5716562
2019,rajasthan,302022,TOTAL,1075217,1230485153.5041475
2020,rajasthan,302016,TOTAL,24180734,56174137377.66255
2020,rajasthan,302012,TOTAL,1996180,3326530110.603928
2020,rajasthan,302017,TOTAL,1789653,1905816172.2048004
2020,rajasthan,302015,TOTAL,1770262,1906037317.4351964
2020,rajasthan,302020,TOTAL,1655754,2113727255.512595
2020,rajasthan,302029,TOTAL,1549817,2022100645.9093838
2020,rajasthan,311001,TOTAL,1198654,2157945593.3313217
2020,rajasthan,302022,TOTAL,1149971,1382303913.5690722
2020,rajasthan,302018,TOTAL,1117666,1240834639.235261
2020,rajasthan,302013,TOTAL,924684,1640589770.796785
2020,rajasthan,302016,TOTAL,22032140,53610675078.51194
2020,rajasthan,302012,TOTAL,1714609,2805378023.0715084
2020,rajasthan,311001,TOTAL,1047487,1845583605.750906
2020,rajasthan,302029,TOTAL,1044546,1488165239.627231
2020,rajasthan,302017,TOTAL,926234,1253758485.0290926
2020,rajasthan,302020,TOTAL,903625,1405329603.9782574
2020,rajasthan,302013,TOTAL,811144,1380878642.2678845
2020,rajasthan,301001,TOTAL,761900,1520341325.1810446
2020,rajasthan,302022,TOTAL,719586,886591682.9229785
2020,rajasthan,302021,TOTAL,663321,1074122004.3133793
2020,rajasthan,302016,TOTAL,34723808,78104750484.06071
2020,rajasthan,302012,TOTAL,2978724,5083852171.005617
2020,rajasthan,302029,TOTAL,2115683,3088837507.9715004
2020,rajasthan,302017,TOTAL,1968883,2458207767.8343773
2020,rajasthan,302020,TOTAL,1953633,2912254255.6836677
2020,rajasthan,311001,TOTAL,1889390,3796669780.948629
2020,rajasthan,302015,TOTAL,1555246,2048386117.048542
2020,rajasthan,302013,TOTAL,1417426,2558836732.1627827
2020,rajasthan,342003,TOTAL,1404294,3422321138.565303
2020,rajasthan,302022,TOTAL,1351686,1726675996.720219
2020,rajasthan,302016,TOTAL,31028451,71599277148.69725
2020,rajasthan,302012,TOTAL,4133916,7568975613.010782
2020,rajasthan,302029,TOTAL,2950949,4511165481.09104
2020,rajasthan,302020,TOTAL,2848123,4361341516.364241
2020,rajasthan,302017,TOTAL,2779460,3652602992.398799
2020,rajasthan,311001,TOTAL,2629635,5425595084.708213
2020,rajasthan,302015,TOTAL,2430258,3127351375.1951747
2020,rajasthan,302013,TOTAL,1977523,3736918631.8289013
2020,rajasthan,302022,TOTAL,1966049,2555419117.343486
2020,rajasthan,302021,TOTAL,1854909,3227139564.3018975
2021,rajasthan,302016,TOTAL,65639307,124138636281.23145
2021,rajasthan,302012,TOTAL,4626616,8288838208.284747
2021,rajasthan,302020,TOTAL,3612063,5110071896.327628
2021,rajasthan,302029,TOTAL,3465448,5109169388.794809
2021,rajasthan,302015,TOTAL,3441904,3949712103.95199
2021,rajasthan,302017,TOTAL,3318773,4063958275.660019
2021,rajasthan,311001,TOTAL,3151531,6524694767.349244
2021,rajasthan,342003,TOTAL,2738155,5518370415.103892
2021,rajasthan,324006,TOTAL,2670189,5488684266.332531
2021,rajasthan,302022,TOTAL,2387446,3011565653.911685
2021,rajasthan,302016,TOTAL,81782827,152295120262.96942
2021,rajasthan,302012,TOTAL,4455183,8128208165.298951
2021,rajasthan,324006,TOTAL,3589441,7045762856.204771
2021,rajasthan,342003,TOTAL,3266095,6504167323.083466
2021,rajasthan,311001,TOTAL,3136173,6430454558.910442
2021,rajasthan,302029,TOTAL,3101183,5128482817.872635
2021,rajasthan,302020,TOTAL,2864013,4675938162.408661
2021,rajasthan,302017,TOTAL,2560262,3674928485.6614876
2021,rajasthan,302022,TOTAL,2233349,2892405366.323619
2021,rajasthan,302013,TOTAL,2197797,4079791172.522775
2021,rajasthan,302016,TOTAL,108659324,179936124302.00922
2021,rajasthan,302012,TOTAL,6639234,11240165599.578844
2021,rajasthan,302029,TOTAL,5012691,7507160883.503555
2021,rajasthan,302020,TOTAL,4961430,7074828643.036352
2021,rajasthan,311001,TOTAL,4899345,9273336541.864542
2021,rajasthan,342003,TOTAL,4829818,8703493393.917704
2021,rajasthan,302015,TOTAL,4573490,5136436712.823769
2021,rajasthan,302017,TOTAL,4394803,5407583426.981717
2021,rajasthan,324006,TOTAL,4292426,7806752221.493629
