year,state,Pincode,type,count,amount
2023,meghalaya,793210,TOTAL,318372,619782447.0
2023,meghalaya,793102,TOTAL,136689,285952534.0
2023,meghalaya,793002,TOTAL,133138,364095743.0
2023,meghalaya,793200,TOTAL,131790,506920518.0
2023,meghalaya,794001,TOTAL,115701,272826072.0
2023,meghalaya,793011,TOTAL,105845,240993376.0
2023,meghalaya,793101,TOTAL,506038,906418719.0
2023,meghalaya,794104,TOTAL,488458,1094387084.0
2023,meghalaya,793001,TOTAL,440374,853535712.0
2023,meghalaya,794105,TOTAL,436676,1165226968.0
2023,meghalaya,793210,TOTAL,384625,651666753.0
2023,meghalaya,793002,TOTAL,168260,419601858.0
2023,meghalaya,793102,TOTAL,152164,301895446.0
2023,meghalaya,793200,TOTAL,143648,506214607.0
2023,meghalaya,794001,TOTAL,136421,289480099.0
2023,meghalaya,793011,TOTAL,134094,308707152.0
2018,mizoram,796005,TOTAL,3256,6634317.385850769
2018,mizoram,796009,TOTAL,2877,7236697.988713781
2018,mizoram,796017,TOTAL,2056,5352070.799754951
2018,mizoram,796012,TOTAL,1302,4164889.2163916314
2018,mizoram,796701,TOTAL,940,1301113.214363089
2018,mizoram,796014,TOTAL,822,1536171.3135555775
2018,mizoram,796101,TOTAL,710,972787.163547812
2018,mizoram,796181,TOTAL,516,1583806.8762105957
2018,mizoram,796772,TOTAL,486,213309.69406339346
2018,mizoram,796421,TOTAL,474,865716.128361678
2018,mizoram,796005,TOTAL,4417,14440855.066719865
2018,mizoram,796009,TOTAL,4288,12347576.630092543
2018,mizoram,796017,TOTAL,2817,6939733.0537002
2018,mizoram,796012,TOTAL,1815,7684010.820948958
2018,mizoram,796701,TOTAL,1514,3314677.281403262
2018,mizoram,796181,TOTAL,1037,3325848.572601281
2018,mizoram,796751,TOTAL,983,1649407.3004339086
2018,mizoram,796014,TOTAL,956,2289322.4681476573
2018,mizoram,796101,TOTAL,892,1776698.4047262408
2018,mizoram,796901,TOTAL,736,5049445.365797166
2018,mizoram,796009,TOTAL,6407,20793872.837517485
2018,mizoram,796005,TOTAL,6039,18735684.687868983
2018,mizoram,796017,TOTAL,3562,10885780.743589737
2018,mizoram,796012,TOTAL,2387,7270030.311964842
2018,mizoram,796701,TOTAL,2116,5451685.638387269
2018,mizoram,796181,TOTAL,1614,5395864.779380731
2018,mizoram,796025,TOTAL,1374,1387592.831823776
2018,mizoram,796014,TOTAL,1354,3878963.989123634
2018,mizoram,796751,TOTAL,1353,3096178.7394598788
2018,mizoram,796101,TOTAL,1276,2802222.970568683
2018,mizoram,796009,TOTAL,9171,31415683.665513154
2018,mizoram,796005,TOTAL,8062,29851790.215654716
2018,mizoram,796017,TOTAL,4899,16932559.80195349
2018,mizoram,796701,TOTAL,3226,10530239.137217648
2018,mizoram,796012,TOTAL,3127,15237044.00975996
2018,mizoram,796181,TOTAL,1957,7055363.567381321
2018,mizoram,796441,TOTAL,1885,5348984.97486765
2018,mizoram,796014,TOTAL,1806,7106611.8191277245
2018,mizoram,796081,TOTAL,1652,5024290.022353809
2018,mizoram,796101,TOTAL,1528,4954033.053730504
2019,mizoram,796005,TOTAL,10815,32202219.920329325
2019,mizoram,796009,TOTAL,9839,32773218.73796794
2019,mizoram,796017,TOTAL,8036,17505331.597700074
2019,mizoram,796012,TOTAL,3804,17838227.684547935
2019,mizoram,796701,TOTAL,3747,13122660.023436949
2019,mizoram,796014,TOTAL,2336,8773850.47091946
2019,mizoram,796181,TOTAL,2324,8118499.142918203
2019,mizoram,796441,TOTAL,2085,6195278.267574426
2019,mizoram,796101,TOTAL,2058,5564633.266719373
2019,mizoram,796751,TOTAL,1936,4695774.988939401
2019,mizoram,796005,TOTAL,16165,52876456.57835414
2019,mizoram,796009,TOTAL,10612,32597038.378981933
2019,mizoram,796017,TOTAL,5902,16226240.945662752
2019,mizoram,796701,TOTAL,4136,14785217.072487272
2019,mizoram,796012,TOTAL,4113,19215532.792167813
2019,mizoram,796181,TOTAL,2399,9370718.608164733
2019,mizoram,796751,TOTAL,2343,6155400.097250203
2019,mizoram,796014,TOTAL,2227,7560695.789761702
2019,mizoram,796101,TOTAL,1984,6619892.478309246
2019,mizoram,796441,TOTAL,1826,6280733.546606513
2019,mizoram,796005,TOTAL,18145,60198930.48729792
2019,mizoram,796009,TOTAL,13228,36475304.10640134
2019,mizoram,796017,TOTAL,6808,17837592.01802808
2019,mizoram,796701,TOTAL,5618,16960224.577770546
2019,mizoram,796012,TOTAL,5099,18399461.824851856
2019,mizoram,796014,TOTAL,3985,10623453.904859398
2019,mizoram,796751,TOTAL,3741,7264400.6737417905
2019,mizoram,796181,TOTAL,3434,10823011.893617649
2019,mizoram,796101,TOTAL,2729,7556961.317647597
2019,mizoram,796691,TOTAL,2698,7418968.494466616
2019,mizoram,796005,TOTAL,21896,77854565.1683986
2019,mizoram,796009,TOTAL,16702,53261697.88304073
2019,mizoram,796017,TOTAL,7646,21418320.797834564
2019,mizoram,796701,TOTAL,6664,21141986.50173648
2019,mizoram,796012,TOTAL,6653,21685654.090216577
2019,mizoram,796081,TOTAL,4967,9376856.99039545
2019,mizoram,796014,TOTAL,4677,11343727.342840388
2019,mizoram,796181,TOTAL,4212,11675023.17345458
2019,mizoram,796751,TOTAL,4144,9781880.350875314
2019,mizoram,796101,TOTAL,3540,10193626.009505419
2020,mizoram,796009,TOTAL,26107,80069727.23173442
2020,mizoram,796005,TOTAL,17553,46566809.15761788
2020,mizoram,796017,TOTAL,9463,24834759.269498974
2020,mizoram,796701,TOTAL,8204,24178014.533534966
2020,mizoram,796012,TOTAL,7694,22261895.45504343
2020,mizoram,796772,TOTAL,5761,15308347.621692346
2020,mizoram,796014,TOTAL,5430,12478277.828888291
2020,mizoram,796181,TOTAL,5288,11578030.95365061
2020,mizoram,796751,TOTAL,4288,9138209.647993293
2020,mizoram,796770,TOTAL,4268,7540389.464545375
2020,mizoram,796009,TOTAL,27056,82745071.91532114
2020,mizoram,796005,TOTAL,23125,57903824.55727571
2020,mizoram,796701,TOTAL,12126,28224024.35423802
2020,mizoram,796017,TOTAL,11594,29550686.485774644
2020,mizoram,796012,TOTAL,9336,23859598.259979594
2020,mizoram,796772,TOTAL,8985,17343301.96738438
2020,mizoram,796751,TOTAL,7007,14286722.673601411
2020,mizoram,796181,TOTAL,6818,14306489.002692653
2020,mizoram,796014,TOTAL,6729,14779212.833185919
2020,mizoram,796891,TOTAL,6257,14366307.774624575
2020,mizoram,796009,TOTAL,48205,175630753.6479782
2020,mizoram,796005,TOTAL,33223,93933682.80082603
2020,mizoram,796017,TOTAL,16154,41813404.612844616
2020,mizoram,796701,TOTAL,14804,43100074.959498025
2020,mizoram,796012,TOTAL,12732,37277559.84015562
2020,mizoram,796772,TOTAL,11471,28289823.09767698
2020,mizoram,796008,TOTAL,7281,19772523.53134822
2020,mizoram,796181,TOTAL,7218,19040316.295089487
2020,mizoram,796014,TOTAL,7126,22378423.25115173
2020,mizoram,796751,TOTAL,6974,18663726.145340227
2020,mizoram,796009,TOTAL,50518,189146316.445437
2020,mizoram,796005,TOTAL,42925,128954776.66825041
2020,mizoram,796017,TOTAL,20372,63152383.193034805
2020,mizoram,796701,TOTAL,19755,59538263.94719389
2020,mizoram,796012,TOTAL,16984,54284208.14900491
2020,mizoram,796772,TOTAL,13350,42854125.74918001
2020,mizoram,796014,TOTAL,10269,32536899.05634682
2020,mizoram,796751,TOTAL,9928,26322363.685954966
2020,mizoram,796770,TOTAL,9654,30286659.089477174
2020,mizoram,796008,TOTAL,9595,27949686.666646443
2021,mizoram,796009,TOTAL,76328,259766610.14421672
2021,mizoram,796005,TOTAL,37957,124419052.60999735
2021,mizoram,796701,TOTAL,18919,65258670.552279636
2021,mizoram,796017,TOTAL,18432,62794863.567797646
2021,mizoram,796012,TOTAL,14405,52191871.48439595
2021,mizoram,796772,TOTAL,12870,43501712.63680714
2021,mizoram,796014,TOTAL,10398,36981354.14938186
2021,mizoram,796770,TOTAL,9569,33700318.974280916
2021,mizoram,796751,TOTAL,8956,31793990.327690378
2021,mizoram,796008,TOTAL,8567,28137492.294244178
2021,mizoram,796009,TOTAL,100831,286828666.6678535
2021,mizoram,796005,TOTAL,43604,122897873.59299406
2021,mizoram,796701,TOTAL,21870,63919467.25522681
2021,mizoram,796017,TOTAL,20158,66162847.71914331
2021,mizoram,796772,TOTAL,17815,44250990.35806471
2021,mizoram,796012,TOTAL,17215,53350063.26759015
2021,mizoram,796014,TOTAL,11636,33028353.842538297
2021,mizoram,796770,TOTAL,11141,35629519.687621586
2021,mizoram,796181,TOTAL,10497,26220317.78642504
2021,mizoram,796751,TOTAL,10446,25046548.816005185
2021,mizoram,796009,TOTAL,132382,396548293.26272213
2021,mizoram,796005,TOTAL,52537,155153064.2459396
2021,mizoram,796701,TOTAL,26834,80528116.27439891
2021,mizoram,796017,TOTAL,23389,84326671.65194356
2021,mizoram,796012,TOTAL,20907,78200255.36204359
2021,mizoram,796772,TOTAL,20559,51687775.80404206
2021,mizoram,796181,TOTAL,13943,40542749.306354985
2021,mizoram,796014,TOTAL,13341,44761043.75577554
2021,mizoram,796770,TOTAL,13106,41957949.62559353
2021,mizoram,796008,TOTAL,11949,40415624.27442113
2021,mizoram,796009,TOTAL,149068,459322471.46321535
2021,mizoram,796005,TOTAL,57638,185453335.79866356
2021,mizoram,796701,TOTAL,31966,103942186.83595565
2021,mizoram,796017,TOTAL,28960,97442673.84527901
2021,mizoram,796012,TOTAL,22585,86505363.64471038
2021,mizoram,796772,TOTAL,21840,59149601.09574558
2021,mizoram,796014,TOTAL,18257,63888893.18901344
2021,mizoram,796181,TOTAL,14693,41720544.70167772
2021,mizoram,796081,TOTAL,14167,45656117.42736295
2021,mizoram,796770,TOTAL,13528,43127385.09576936
2022,mizoram,796009,TOTAL,161596,493112981.5938037
2022,mizoram,796005,TOTAL,58251,187630792.84342003
2022,mizoram,796701,TOTAL,35178,117301684.94663581
2022,mizoram,796017,TOTAL,31604,104915982.12321794
2022,mizoram,796772,TOTAL,24395,72775595.47269389
2022,mizoram,796012,TOTAL,23586,88722369.23976086
2022,mizoram,796014,TOTAL,19739,68208517.31733309
2022,mizoram,796181,TOTAL,16509,50083842.59821437
2022,mizoram,796081,TOTAL,15566,48358136.969522744
2022,mizoram,796770,TOTAL,14772,53370531.67660181
2022,mizoram,796009,TOTAL,176922,539287734.8313656
2022,mizoram,796005,TOTAL,61159,193177354.01368
2022,mizoram,796701,TOTAL,37333,115541115.65753268
2022,mizoram,796017,TOTAL,33763,108588734.17382982
2022,mizoram,796772,TOTAL,25626,68787352.9543477
2022,mizoram,796012,TOTAL,23370,91142885.90892944
2022,mizoram,796014,TOTAL,21388,67736603.5623656
2022,mizoram,796181,TOTAL,17043,53512392.014380746
2022,mizoram,796770,TOTAL,15703,54387383.75567018
2022,mizoram,796081,TOTAL,15195,43314419.99842274
2022,mizoram,796008,TOTAL,113570,314908099.4107823
2022,mizoram,796009,TOTAL,81586,252967854.29329038
2022,mizoram,796005,TOTAL,66826,199915615.0107905
2022,mizoram,796701,TOTAL,48703,136358845.2470162
2022,mizoram,796017,TOTAL,36598,111844717.27874953
2022,mizoram,796012,TOTAL,25222,83545760.70806223
2022,mizoram,796014,TOTAL,25086,72031606.18175316
2022,mizoram,796772,TOTAL,22519,59376933.01538125
2022,mizoram,796181,TOTAL,16903,48642623.822342165
2022,mizoram,796101,TOTAL,15718,42483732.99123804
2022,mizoram,796009,TOTAL,78140,241568435.65820393
2022,mizoram,796008,TOTAL,73739,211066103.19186488
2022,mizoram,796005,TOTAL,70513,204490736.48261383
2022,mizoram,796701,TOTAL,57742,160975130.03242403
2022,mizoram,796017,TOTAL,40048,117708404.60364096
2022,mizoram,796012,TOTAL,28226,88558586.60795963
2022,mizoram,796014,TOTAL,26300,78104065.20237857
2022,mizoram,796772,TOTAL,25913,65206303.27308114
2022,mizoram,796081,TOTAL,19874,57224715.90311567
2022,mizoram,796181,TOTAL,17158,50769743.525687404
2023,mizoram,796009,TOTAL,127064,348570875.0
2023,mizoram,796005,TOTAL,111909,293929433.0
2023,mizoram,796017,TOTAL,69092,177714416.0
2023,mizoram,796701,TOTAL,63347,176508457.0
2023,mizoram,796012,TOTAL,47450,142303922.0
2023,mizoram,796014,TOTAL,47437,121408975.0
2023,mizoram,796772,TOTAL,43000,121239318.0
2023,mizoram,796081,TOTAL,33509,84175381.0
2023,mizoram,796181,TOTAL,31770,82419619.0
2023,mizoram,796891,TOTAL,29508,92354224.0
2023,mizoram,796009,TOTAL,156094,399199428.0
2023,mizoram,796005,TOTAL,132889,339002523.0
2023,mizoram,796017,TOTAL,78316,193045423.0
2023,mizoram,796701,TOTAL,70059,182356462.0
2023,mizoram,796012,TOTAL,54589,159063713.0
2023,mizoram,796014,TOTAL,52475,122351855.0
2023,mizoram,796772,TOTAL,50539,158042124.0
2023,mizoram,796181,TOTAL,42600,99201710.0
2023,mizoram,796081,TOTAL,39003,88404364.0
2023,mizoram,796891,TOTAL,34636,97439355.0
2018,nagaland,797112,TOTAL,8620,19059457.9754965
2018,nagaland,797001,TOTAL,4676,8526800.367465544
2018,nagaland,797103,TOTAL,2189,5320667.512634823
2018,nagaland,798601,TOTAL,1944,3107458.4285241365
2018,nagaland,797113,TOTAL,1811,3201916.0501118824
2018,nagaland,797120,TOTAL,1644,2618714.208606299
2018,nagaland,797003,TOTAL,1604,4179699.5495559387
2018,nagaland,797115,TOTAL,1522,2946078.1611241894
2018,nagaland,798612,TOTAL,1502,1791987.784755433
2018,nagaland,798620,TOTAL,1466,1220847.1138455088
2018,nagaland,797112,TOTAL,14049,31589541.56854105
2018,nagaland,797103,TOTAL,4151,15665950.60320925
2018,nagaland,797001,TOTAL,3837,11172150.569728015
2018,nagaland,797120,TOTAL,2909,6617136.2580852015
2018,nagaland,797113,TOTAL,2811,7886264.316170462
2018,nagaland,797003,TOTAL,2593,8936208.93614057
2018,nagaland,797118,TOTAL,2531,4757360.070380932
2018,nagaland,797115,TOTAL,2507,6089471.508426717
2018,nagaland,798601,TOTAL,2425,4731338.045573185
2018,nagaland,797021,TOTAL,2321,7603876.228621699
2018,nagaland,797112,TOTAL,18409,55214851.729000755
2018,nagaland,797103,TOTAL,6339,19362638.107179295
2018,nagaland,797001,TOTAL,6234,17632711.02546443
2018,nagaland,798601,TOTAL,4741,8993242.489507133
2018,nagaland,797120,TOTAL,4227,11965892.120725775
2018,nagaland,797113,TOTAL,3941,9263072.267691933
2018,nagaland,797115,TOTAL,3881,10766784.408845846
2018,nagaland,797117,TOTAL,3326,8386059.234126009
2018,nagaland,797021,TOTAL,3294,11604672.602991698
2018,nagaland,797116,TOTAL,3025,7038511.888280341
2018,nagaland,797112,TOTAL,29945,85392245.18171245
2018,nagaland,797103,TOTAL,9078,25994694.82180009
2018,nagaland,797001,TOTAL,9041,24682199.945763946
2018,nagaland,797115,TOTAL,6418,22494531.824546993
2018,nagaland,797120,TOTAL,5934,15801519.87219157
2018,nagaland,797113,TOTAL,5861,16060553.039441848
2018,nagaland,798601,TOTAL,5806,12072686.21145789
2018,nagaland,797117,TOTAL,4640,14117452.103606459
2018,nagaland,797118,TOTAL,4531,16154445.826814137
2018,nagaland,797116,TOTAL,4309,13365015.500571402
2019,nagaland,797112,TOTAL,30078,91827720.17261904
2019,nagaland,797103,TOTAL,14584,30159476.87191527
2019,nagaland,797001,TOTAL,10009,27031176.3479111
2019,nagaland,797115,TOTAL,8350,24573284.265700437
2019,nagaland,797113,TOTAL,8136,22315138.477971554
2019,nagaland,798620,TOTAL,8058,15052911.637835465
2019,nagaland,798601,TOTAL,7025,13086050.057032783
2019,nagaland,797120,TOTAL,6928,18530850.1945588
2019,nagaland,797118,TOTAL,5975,17099014.99479199
2019,nagaland,797003,TOTAL,5862,16977834.509638354
2019,nagaland,797112,TOTAL,31760,104104725.46501887
2019,nagaland,798620,TOTAL,18735,40457565.49277799
2019,nagaland,797103,TOTAL,14785,35472160.350159034
2019,nagaland,797115,TOTAL,10516,34112732.42239255
2019,nagaland,797001,TOTAL,9532,28357279.52848921
2019,nagaland,797113,TOTAL,9238,28020474.261258796
2019,nagaland,797120,TOTAL,8673,23005692.925482314
2019,nagaland,798601,TOTAL,6622,16665785.463187912
2019,nagaland,797003,TOTAL,6574,21507453.23986294
2019,nagaland,797118,TOTAL,6310,18139841.90730157
2019,nagaland,797112,TOTAL,41627,116672435.97285631
2019,nagaland,797103,TOTAL,19182,42186043.15291648
2019,nagaland,798620,TOTAL,18411,57496576.82521042
2019,nagaland,797115,TOTAL,15406,39276769.354254715
2019,nagaland,797001,TOTAL,13407,40400069.11274418
2019,nagaland,797113,TOTAL,12496,32598984.281086314
2019,nagaland,797120,TOTAL,11980,28298037.527496256
2019,nagaland,798601,TOTAL,9865,20859370.7177426
2019,nagaland,797118,TOTAL,8286,22764213.061027512
2019,nagaland,797117,TOTAL,7895,22438592.29246586
2019,nagaland,797112,TOTAL,53432,162729771.13376018
2019,nagaland,797103,TOTAL,23157,53249057.29916957
2019,nagaland,798620,TOTAL,21166,70404338.03693515
2019,nagaland,797115,TOTAL,17825,48414486.20670793
2019,nagaland,797001,TOTAL,16358,47684420.76319983
2019,nagaland,797113,TOTAL,14794,43176789.305400774
2019,nagaland,797120,TOTAL,12854,35917267.491901875
2019,nagaland,798601,TOTAL,11419,24514074.6295942
2019,nagaland,797118,TOTAL,9584,23591061.55698956
2019,nagaland,798621,TOTAL,9461,20510259.336063154
2020,nagaland,797112,TOTAL,76306,243307125.7446099
2020,nagaland,797103,TOTAL,27251,53537140.09514753
2020,nagaland,797115,TOTAL,23255,55004352.82759845
2020,nagaland,797001,TOTAL,17901,43760014.79079929
2020,nagaland,797113,TOTAL,16973,44747297.73667832
2020,nagaland,797120,TOTAL,14323,33062853.896179806
2020,nagaland,798601,TOTAL,13325,24329692.13370955
2020,nagaland,798621,TOTAL,12550,20372023.425665107
2020,nagaland,797118,TOTAL,12223,29308889.78448297
2020,nagaland,797003,TOTAL,11879,27904466.43077227
2020,nagaland,797112,TOTAL,88683,249630838.837386
2020,nagaland,797103,TOTAL,32308,65612323.840508595
2020,nagaland,797115,TOTAL,31008,76436035.42271343
2020,nagaland,797001,TOTAL,28883,71475170.12986493
2020,nagaland,797113,TOTAL,22515,51332997.993564636
2020,nagaland,798621,TOTAL,20100,32531171.159068495
2020,nagaland,797120,TOTAL,19152,45248907.51551339
2020,nagaland,797003,TOTAL,19071,47517939.45894703
2020,nagaland,798601,TOTAL,18131,31526431.27158023
2020,nagaland,797118,TOTAL,16663,36545908.36242841
2020,nagaland,797112,TOTAL,178964,665331371.076982
2020,nagaland,797001,TOTAL,71360,241104296.32871014
2020,nagaland,797115,TOTAL,38361,101460113.62116483
2020,nagaland,797103,TOTAL,37605,92071969.28847097
2020,nagaland,797113,TOTAL,29611,77695372.34052986
2020,nagaland,798621,TOTAL,27816,43073197.89448996
2020,nagaland,797111,TOTAL,24504,41475022.07565773
2020,nagaland,797120,TOTAL,23907,62058175.44706054
2020,nagaland,798601,TOTAL,22410,44877066.460560605
2020,nagaland,798612,TOTAL,21724,50041249.076603666
2020,nagaland,797112,TOTAL,218369,867441276.0876397
2020,nagaland,797001,TOTAL,78891,271213129.3211592
2020,nagaland,797115,TOTAL,44632,150581473.9898206
2020,nagaland,797103,TOTAL,42188,132253480.34623227
2020,nagaland,797113,TOTAL,35869,122400854.19522387
2020,nagaland,797120,TOTAL,29640,93140361.40278533
2020,nagaland,797111,TOTAL,27804,67912676.28117085
2020,nagaland,798621,TOTAL,26081,83086337.0285494
2020,nagaland,798601,TOTAL,25872,71313198.79825342
2020,nagaland,798612,TOTAL,25220,80402569.0913528
2021,nagaland,797112,TOTAL,363423,1172951127.7531226
2021,nagaland,797001,TOTAL,128220,363160255.35726905
2021,nagaland,797115,TOTAL,41966,156330315.9191113
2021,nagaland,797103,TOTAL,40032,132671767.20007543
2021,nagaland,797113,TOTAL,31727,115101537.46915832
2021,nagaland,797120,TOTAL,26453,89394777.653785
2021,nagaland,798601,TOTAL,24152,65782952.37939013
2021,nagaland,797111,TOTAL,22176,55564204.55603939
2021,nagaland,797117,TOTAL,21711,87475492.41119814
2021,nagaland,797118,TOTAL,20528,63013814.15141541
2021,nagaland,797112,TOTAL,359572,1023298713.2763922
2021,nagaland,797001,TOTAL,177177,415852186.7294998
2021,nagaland,797115,TOTAL,52315,167110551.1770211
2021,nagaland,797103,TOTAL,48263,141967089.23475868
2021,nagaland,798601,TOTAL,40661,96844071.8311841
