state,year,districts,registeredUsers
chhattisgarh,2021,raipur,917950
chhattisgarh,2021,durg,568361
chhattisgarh,2021,bilaspur,474660
chhattisgarh,2021,raigarh,354087
chhattisgarh,2021,janjgir champa,346366
chhattisgarh,2021,korba,279897
chhattisgarh,2021,rajnandgaon,232140
chhattisgarh,2021,baloda bazar,205941
chhattisgarh,2021,surguja,171276
chhattisgarh,2021,mahasamund,161893
chhattisgarh,2021,raipur,979741
chhattisgarh,2021,durg,604621
chhattisgarh,2021,bilaspur,506449
chhattisgarh,2021,raigarh,378507
chhattisgarh,2021,janjgir champa,368980
chhattisgarh,2021,korba,299191
chhattisgarh,2021,rajnandgaon,248230
chhattisgarh,2021,baloda bazar,220188
chhattisgarh,2021,surguja,183559
chhattisgarh,2021,mahasamund,173519
chhattisgarh,2022,raipur,1038105
chhattisgarh,2022,durg,639688
chhattisgarh,2022,bilaspur,537617
chhattisgarh,2022,raigarh,403164
chhattisgarh,2022,janjgir champa,392285
chhattisgarh,2022,korba,317604
chhattisgarh,2022,rajnandgaon,264326
chhattisgarh,2022,baloda bazar,234464
chhattisgarh,2022,surguja,195440
chhattisgarh,2022,mahasamund,185227
chhattisgarh,2022,raipur,1093318
chhattisgarh,2022,durg,672947
chhattisgarh,2022,bilaspur,566475
chhattisgarh,2022,raigarh,425526
chhattisgarh,2022,janjgir champa,414133
chhattisgarh,2022,korba,334672
chhattisgarh,2022,rajnandgaon,278724
chhattisgarh,2022,baloda bazar,247634
chhattisgarh,2022,surguja,206354
chhattisgarh,2022,mahasamund,195406
chhattisgarh,2022,raipur,1150501
chhattisgarh,2022,durg,707241
chhattisgarh,2022,bilaspur,596003
chhattisgarh,2022,raigarh,448366
chhattisgarh,2022,janjgir champa,436349
chhattisgarh,2022,korba,352198
chhattisgarh,2022,rajnandgaon,292804
chhattisgarh,2022,baloda bazar,260632
chhattisgarh,2022,surguja,217313
chhattisgarh,2022,mahasamund,205270
chhattisgarh,2022,raipur,1205632
chhattisgarh,2022,durg,740173
chhattisgarh,2022,bilaspur,622644
chhattisgarh,2022,raigarh,468010
chhattisgarh,2022,janjgir champa,455430
chhattisgarh,2022,korba,368179
chhattisgarh,2022,rajnandgaon,304353
chhattisgarh,2022,baloda bazar,271259
chhattisgarh,2022,surguja,226706
chhattisgarh,2022,mahasamund,213189
chhattisgarh,2023,raipur,1260366
chhattisgarh,2023,durg,773280
chhattisgarh,2023,bilaspur,651084
chhattisgarh,2023,raigarh,489890
chhattisgarh,2023,janjgir champa,476533
chhattisgarh,2023,korba,384883
chhattisgarh,2023,rajnandgaon,317976
chhattisgarh,2023,baloda bazar,283757
chhattisgarh,2023,surguja,237340
chhattisgarh,2023,mahasamund,222989
chhattisgarh,2023,raipur,1308762
chhattisgarh,2023,durg,803101
chhattisgarh,2023,bilaspur,677776
chhattisgarh,2023,raigarh,511511
chhattisgarh,2023,janjgir champa,497925
chhattisgarh,2023,korba,401398
chhattisgarh,2023,rajnandgaon,332345
chhattisgarh,2023,baloda bazar,296661
chhattisgarh,2023,surguja,248004
chhattisgarh,2023,mahasamund,233538
dadra-&-nagar-haveli-&-daman-&-diu,2018,dadra and nagar haveli,32028
dadra-&-nagar-haveli-&-daman-&-diu,2018,daman,18677
dadra-&-nagar-haveli-&-daman-&-diu,2018,diu,2553
dadra-&-nagar-haveli-&-daman-&-diu,2018,dadra and nagar haveli,43085
dadra-&-nagar-haveli-&-daman-&-diu,2018,daman,25144
dadra-&-nagar-haveli-&-daman-&-diu,2018,diu,3229
dadra-&-nagar-haveli-&-daman-&-diu,2018,dadra and nagar haveli,55626
dadra-&-nagar-haveli-&-daman-&-diu,2018,daman,32651
dadra-&-nagar-haveli-&-daman-&-diu,2018,diu,3830
dadra-&-nagar-haveli-&-daman-&-diu,2018,dadra and nagar haveli,69833
dadra-&-nagar-haveli-&-daman-&-diu,2018,daman,42069
dadra-&-nagar-haveli-&-daman-&-diu,2018,diu,4609
dadra-&-nagar-haveli-&-daman-&-diu,2019,dadra and nagar haveli,83987
dadra-&-nagar-haveli-&-daman-&-diu,2019,daman,51093
dadra-&-nagar-haveli-&-daman-&-diu,2019,diu,5452
dadra-&-nagar-haveli-&-daman-&-diu,2019,dadra and nagar haveli,94382
dadra-&-nagar-haveli-&-daman-&-diu,2019,daman,58005
dadra-&-nagar-haveli-&-daman-&-diu,2019,diu,6193
dadra-&-nagar-haveli-&-daman-&-diu,2019,dadra and nagar haveli,105329
dadra-&-nagar-haveli-&-daman-&-diu,2019,daman,64854
dadra-&-nagar-haveli-&-daman-&-diu,2019,diu,6746
dadra-&-nagar-haveli-&-daman-&-diu,2019,dadra and nagar haveli,117805
dadra-&-nagar-haveli-&-daman-&-diu,2019,daman,72470
dadra-&-nagar-haveli-&-daman-&-diu,2019,diu,7323
dadra-&-nagar-haveli-&-daman-&-diu,2020,dadra and nagar haveli,130255
dadra-&-nagar-haveli-&-daman-&-diu,2020,daman,80329
dadra-&-nagar-haveli-&-daman-&-diu,2020,diu,7912
dadra-&-nagar-haveli-&-daman-&-diu,2020,dadra and nagar haveli,146003
dadra-&-nagar-haveli-&-daman-&-diu,2020,daman,90016
dadra-&-nagar-haveli-&-daman-&-diu,2020,diu,8795
dadra-&-nagar-haveli-&-daman-&-diu,2020,dadra and nagar haveli,160183
dadra-&-nagar-haveli-&-daman-&-diu,2020,daman,98108
dadra-&-nagar-haveli-&-daman-&-diu,2020,diu,9655
dadra-&-nagar-haveli-&-daman-&-diu,2020,dadra and nagar haveli,177432
dadra-&-nagar-haveli-&-daman-&-diu,2020,daman,108511
dadra-&-nagar-haveli-&-daman-&-diu,2020,diu,10550
dadra-&-nagar-haveli-&-daman-&-diu,2021,dadra and nagar haveli,192262
dadra-&-nagar-haveli-&-daman-&-diu,2021,daman,117728
dadra-&-nagar-haveli-&-daman-&-diu,2021,diu,11406
dadra-&-nagar-haveli-&-daman-&-diu,2021,dadra and nagar haveli,206516
dadra-&-nagar-haveli-&-daman-&-diu,2021,daman,126258
dadra-&-nagar-haveli-&-daman-&-diu,2021,diu,12220
dadra-&-nagar-haveli-&-daman-&-diu,2021,dadra and nagar haveli,222731
dadra-&-nagar-haveli-&-daman-&-diu,2021,daman,135976
dadra-&-nagar-haveli-&-daman-&-diu,2021,diu,13167
dadra-&-nagar-haveli-&-daman-&-diu,2021,dadra and nagar haveli,239110
dadra-&-nagar-haveli-&-daman-&-diu,2021,daman,145806
dadra-&-nagar-haveli-&-daman-&-diu,2021,diu,14047
dadra-&-nagar-haveli-&-daman-&-diu,2022,dadra and nagar haveli,254577
