year,state,distirct,App_open,No_of_App_open
2019,arunachal-pradesh,east siang district,132534,9859
2019,arunachal-pradesh,upper subansiri district,42354,3144
2019,arunachal-pradesh,tawang district,139898,7303
2019,arunachal-pradesh,namsai district,87627,5190
2020,arunachal-pradesh,lower subansiri district,72887,4351
2020,arunachal-pradesh,tirap district,76554,4261
2020,arunachal-pradesh,papum pare district,819599,51342
2020,arunachal-pradesh,anjaw district,25453,1747
2020,arunachal-pradesh,lower siang district,35216,2201
2020,arunachal-pradesh,dibang valley district,2195,320
2020,arunachal-pradesh,west kameng district,332479,13983
2020,arunachal-pradesh,shi yomi district,989,290
2020,arunachal-pradesh,east kameng district,37103,1962
2020,arunachal-pradesh,lohit district,159158,8454
2020,arunachal-pradesh,lepa rada district,28280,1532
2020,arunachal-pradesh,lower dibang valley district,71091,4650
2020,arunachal-pradesh,longding district,58817,2201
2020,arunachal-pradesh,west siang district,97255,5757
2020,arunachal-pradesh,kamle district,7135,373
2020,arunachal-pradesh,upper siang district,37600,2143
2020,arunachal-pradesh,kurung kumey district,11471,725
2020,arunachal-pradesh,siang district,24530,1390
2020,arunachal-pradesh,kra daadi district,16770,701
2020,arunachal-pradesh,changlang district,201632,11262
2020,arunachal-pradesh,pakke kessang district,9758,371
2020,arunachal-pradesh,east siang district,167166,11298
2020,arunachal-pradesh,upper subansiri district,56522,3675
2020,arunachal-pradesh,tawang district,138728,8048
2020,arunachal-pradesh,namsai district,109933,6029
2020,arunachal-pradesh,lower subansiri district,108893,5392
2020,arunachal-pradesh,tirap district,114770,5239
2020,arunachal-pradesh,papum pare district,932769,59968
2020,arunachal-pradesh,anjaw district,34903,1961
2020,arunachal-pradesh,lower siang district,48738,2644
2020,arunachal-pradesh,dibang valley district,4076,367
2020,arunachal-pradesh,west kameng district,394250,15766
2020,arunachal-pradesh,shi yomi district,1597,320
2020,arunachal-pradesh,east kameng district,53112,2506
2020,arunachal-pradesh,lohit district,219948,10154
2020,arunachal-pradesh,lepa rada district,38098,1890
2020,arunachal-pradesh,lower dibang valley district,110670,5782
2020,arunachal-pradesh,longding district,86086,2751
2020,arunachal-pradesh,west siang district,147515,7239
2020,arunachal-pradesh,kamle district,11566,509
2020,arunachal-pradesh,upper siang district,54123,2552
2020,arunachal-pradesh,kurung kumey district,16738,834
2020,arunachal-pradesh,siang district,40101,1831
2020,arunachal-pradesh,kra daadi district,25480,870
2020,arunachal-pradesh,changlang district,293705,14036
2020,arunachal-pradesh,pakke kessang district,13500,438
2020,arunachal-pradesh,east siang district,235755,13601
2020,arunachal-pradesh,upper subansiri district,80310,4465
2020,arunachal-pradesh,tawang district,170812,8993
2020,arunachal-pradesh,namsai district,149491,7426
2020,arunachal-pradesh,lower subansiri district,117359,6456
2020,arunachal-pradesh,tirap district,125437,6119
2020,arunachal-pradesh,papum pare district,1157730,69419
2020,arunachal-pradesh,anjaw district,42320,2226
2020,arunachal-pradesh,lower siang district,51520,2983
2020,arunachal-pradesh,dibang valley district,4634,411
2020,arunachal-pradesh,west kameng district,461190,17636
2020,arunachal-pradesh,shi yomi district,2788,337
2020,arunachal-pradesh,east kameng district,63062,3169
2020,arunachal-pradesh,lohit district,264444,11755
2020,arunachal-pradesh,lepa rada district,47233,2304
2020,arunachal-pradesh,lower dibang valley district,117752,6799
2020,arunachal-pradesh,longding district,91330,3277
2020,arunachal-pradesh,west siang district,158496,8623
2020,arunachal-pradesh,kamle district,12196,639
2020,arunachal-pradesh,upper siang district,59246,3011
2020,arunachal-pradesh,kurung kumey district,18583,1025
2020,arunachal-pradesh,siang district,42723,2225
2020,arunachal-pradesh,kra daadi district,29126,1026
2020,arunachal-pradesh,changlang district,326045,16385
2020,arunachal-pradesh,pakke kessang district,11721,508
2020,arunachal-pradesh,east siang district,302165,15921
2020,arunachal-pradesh,upper subansiri district,106598,5295
2020,arunachal-pradesh,tawang district,224583,9944
2020,arunachal-pradesh,namsai district,165140,8553
2020,arunachal-pradesh,lower subansiri district,124398,7388
2020,arunachal-pradesh,tirap district,134124,6805
2020,arunachal-pradesh,papum pare district,1397025,77936
2020,arunachal-pradesh,anjaw district,61121,2485
2020,arunachal-pradesh,lower siang district,54476,3320
2020,arunachal-pradesh,dibang valley district,7677,444
2020,arunachal-pradesh,west kameng district,455337,19464
2020,arunachal-pradesh,shi yomi district,5847,370
2020,arunachal-pradesh,east kameng district,62876,3638
2020,arunachal-pradesh,lohit district,285992,13126
2020,arunachal-pradesh,lepa rada district,57036,2735
2020,arunachal-pradesh,lower dibang valley district,132469,7693
2020,arunachal-pradesh,longding district,87881,3753
2020,arunachal-pradesh,west siang district,180696,9911
2020,arunachal-pradesh,kamle district,14866,745
2020,arunachal-pradesh,upper siang district,80140,3497
2020,arunachal-pradesh,kurung kumey district,21168,1173
2020,arunachal-pradesh,siang district,48090,2635
2020,arunachal-pradesh,kra daadi district,27924,1141
2020,arunachal-pradesh,changlang district,320708,18203
2020,arunachal-pradesh,pakke kessang district,11458,593
2020,arunachal-pradesh,east siang district,349321,17822
2020,arunachal-pradesh,upper subansiri district,125505,6069
2020,arunachal-pradesh,tawang district,249095,10909
2020,arunachal-pradesh,namsai district,177437,9437
2021,arunachal-pradesh,lower subansiri district,136547,8044
2021,arunachal-pradesh,tirap district,136247,7376
2021,arunachal-pradesh,papum pare district,1553363,84715
2021,arunachal-pradesh,anjaw district,55283,2660
2021,arunachal-pradesh,lower siang district,61226,3594
2021,arunachal-pradesh,dibang valley district,9538,478
2021,arunachal-pradesh,west kameng district,483047,21027
2021,arunachal-pradesh,shi yomi district,7228,390
2021,arunachal-pradesh,east kameng district,69455,3990
2021,arunachal-pradesh,lohit district,295880,14231
2021,arunachal-pradesh,lepa rada district,68424,3008
2021,arunachal-pradesh,lower dibang valley district,145425,8402
2021,arunachal-pradesh,longding district,92482,4117
2021,arunachal-pradesh,west siang district,191242,10836
2021,arunachal-pradesh,kamle district,16142,814
2021,arunachal-pradesh,upper siang district,87503,3847
2021,arunachal-pradesh,kurung kumey district,25911,1287
2021,arunachal-pradesh,siang district,56271,2878
2021,arunachal-pradesh,kra daadi district,30137,1244
2021,arunachal-pradesh,changlang district,344148,19716
2021,arunachal-pradesh,pakke kessang district,14995,647
2021,arunachal-pradesh,east siang district,363085,19342
2021,arunachal-pradesh,upper subansiri district,122422,6577
2021,arunachal-pradesh,tawang district,230123,11778
2021,arunachal-pradesh,namsai district,200584,10242
2021,arunachal-pradesh,lower subansiri district,444426,8685
2021,arunachal-pradesh,tirap district,547430,7955
2021,arunachal-pradesh,papum pare district,1786163,90871
2021,arunachal-pradesh,anjaw district,174807,2866
2021,arunachal-pradesh,lower siang district,246789,3872
2021,arunachal-pradesh,dibang valley district,77457,516
2021,arunachal-pradesh,west kameng district,1490269,22625
2021,arunachal-pradesh,shi yomi district,99619,430
2021,arunachal-pradesh,east kameng district,221705,4314
2021,arunachal-pradesh,lohit district,1008718,15360
2021,arunachal-pradesh,lepa rada district,228236,3249
2021,arunachal-pradesh,lower dibang valley district,434361,9094
2021,arunachal-pradesh,longding district,495881,4456
2021,arunachal-pradesh,west siang district,467127,11657
2021,arunachal-pradesh,kamle district,164726,883
2021,arunachal-pradesh,upper siang district,428792,4145
2021,arunachal-pradesh,kurung kumey district,201782,1398
2021,arunachal-pradesh,siang district,410979,3116
2021,arunachal-pradesh,kra daadi district,150762,1353
2021,arunachal-pradesh,changlang district,1212334,21404
2021,arunachal-pradesh,pakke kessang district,156638,702
2021,arunachal-pradesh,east siang district,855042,20817
2021,arunachal-pradesh,upper subansiri district,293916,7057
2021,arunachal-pradesh,tawang district,830993,12636
2021,arunachal-pradesh,namsai district,596897,11111
2021,arunachal-pradesh,lower subansiri district,558377,9451
2021,arunachal-pradesh,tirap district,578706,8665
2021,arunachal-pradesh,papum pare district,2308276,97854
2021,arunachal-pradesh,anjaw district,267726,3099
2021,arunachal-pradesh,lower siang district,347190,4229
2021,arunachal-pradesh,dibang valley district,113574,571
2021,arunachal-pradesh,west kameng district,2155265,24489
2021,arunachal-pradesh,shi yomi district,181457,473
2021,arunachal-pradesh,east kameng district,265900,4671
2021,arunachal-pradesh,lohit district,1408514,16680
2021,arunachal-pradesh,lepa rada district,264771,3527
2021,arunachal-pradesh,lower dibang valley district,581463,9920
2021,arunachal-pradesh,longding district,594284,4890
2021,arunachal-pradesh,west siang district,544772,12616
2021,arunachal-pradesh,kamle district,203013,974
2021,arunachal-pradesh,upper siang district,556857,4506
2021,arunachal-pradesh,kurung kumey district,292922,1509
2021,arunachal-pradesh,siang district,433332,3396
2021,arunachal-pradesh,kra daadi district,179974,1475
2021,arunachal-pradesh,changlang district,1668215,23328
2021,arunachal-pradesh,pakke kessang district,213423,770
2021,arunachal-pradesh,east siang district,1086775,22538
2021,arunachal-pradesh,upper subansiri district,375423,7652
2021,arunachal-pradesh,tawang district,1355010,13650
2021,arunachal-pradesh,namsai district,674435,12140
2021,arunachal-pradesh,lower subansiri district,348485,10187
2021,arunachal-pradesh,tirap district,311867,9331
2021,arunachal-pradesh,papum pare district,3554385,104806
2021,arunachal-pradesh,anjaw district,125753,3342
2021,arunachal-pradesh,lower siang district,156209,4550
2021,arunachal-pradesh,dibang valley district,18166,621
2021,arunachal-pradesh,west kameng district,1160379,26237
2021,arunachal-pradesh,shi yomi district,15201,498
2021,arunachal-pradesh,east kameng district,153109,5027
2021,arunachal-pradesh,lohit district,728676,17980
2021,arunachal-pradesh,lepa rada district,168938,3810
2021,arunachal-pradesh,lower dibang valley district,341060,10679
2021,arunachal-pradesh,longding district,215529,5345
2021,arunachal-pradesh,west siang district,389171,13555
2021,arunachal-pradesh,kamle district,48042,1069
2021,arunachal-pradesh,upper siang district,208167,4850
2021,arunachal-pradesh,kurung kumey district,54213,1633
2021,arunachal-pradesh,siang district,121770,3675
2021,arunachal-pradesh,kra daadi district,63448,1593
2021,arunachal-pradesh,changlang district,829350,25155
2021,arunachal-pradesh,pakke kessang district,35976,835
2021,arunachal-pradesh,east siang district,897713,24208
2021,arunachal-pradesh,upper subansiri district,240330,8201
2021,arunachal-pradesh,tawang district,506240,14665
2021,arunachal-pradesh,namsai district,538118,13092
2022,arunachal-pradesh,lower subansiri district,1566925,10854
2022,arunachal-pradesh,tirap district,1634844,9972
2022,arunachal-pradesh,papum pare district,3209286,111271
2022,arunachal-pradesh,anjaw district,640611,3560
2022,arunachal-pradesh,lower siang district,1085994,4882
2022,arunachal-pradesh,dibang valley district,267633,656
2022,arunachal-pradesh,west kameng district,4098935,27860
2022,arunachal-pradesh,shi yomi district,230973,540
2022,arunachal-pradesh,east kameng district,703590,5355
2022,arunachal-pradesh,lohit district,3212352,19214
2022,arunachal-pradesh,lepa rada district,1182371,4049
2022,arunachal-pradesh,lower dibang valley district,1918566,11401
2022,arunachal-pradesh,longding district,1728795,5700
2022,arunachal-pradesh,west siang district,1420049,14420
2022,arunachal-pradesh,kamle district,758412,1144
2022,arunachal-pradesh,upper siang district,2047229,5146
2022,arunachal-pradesh,kurung kumey district,845626,1744
2022,arunachal-pradesh,siang district,1227784,3942
2022,arunachal-pradesh,kra daadi district,720274,1701
2022,arunachal-pradesh,changlang district,4323291,26904
2022,arunachal-pradesh,pakke kessang district,770322,887
2022,arunachal-pradesh,east siang district,3444101,25763
2022,arunachal-pradesh,upper subansiri district,921019,8731
2022,arunachal-pradesh,tawang district,1922991,15589
2022,arunachal-pradesh,namsai district,1536586,14054
2022,arunachal-pradesh,lower subansiri district,1637036,11479
2022,arunachal-pradesh,tirap district,2173316,10538
2022,arunachal-pradesh,papum pare district,3870115,117568
2022,arunachal-pradesh,anjaw district,942878,3769
2022,arunachal-pradesh,lower siang district,1296404,5161
2022,arunachal-pradesh,dibang valley district,212502,701
2022,arunachal-pradesh,west kameng district,5493311,29424
2022,arunachal-pradesh,shi yomi district,197796,575
2022,arunachal-pradesh,east kameng district,791335,5680
2022,arunachal-pradesh,lohit district,3608724,20325
2022,arunachal-pradesh,lepa rada district,1110684,4265
2022,arunachal-pradesh,lower dibang valley district,2045531,12040
2022,arunachal-pradesh,longding district,1821245,6034
2022,arunachal-pradesh,west siang district,1555876,15231
2022,arunachal-pradesh,kamle district,1066185,1210
2022,arunachal-pradesh,upper siang district,2396815,5440
2022,arunachal-pradesh,kurung kumey district,734369,1854
2022,arunachal-pradesh,siang district,1500428,4160
2022,arunachal-pradesh,kra daadi district,724575,1797
2022,arunachal-pradesh,changlang district,5476741,28495
2022,arunachal-pradesh,pakke kessang district,590302,945
2022,arunachal-pradesh,east siang district,3704889,27240
2022,arunachal-pradesh,upper subansiri district,1261876,9235
2022,arunachal-pradesh,tawang district,3393271,16475
2022,arunachal-pradesh,namsai district,2283314,14887
2022,arunachal-pradesh,lower subansiri district,2475131,12085
2022,arunachal-pradesh,tirap district,2414601,11115
2022,arunachal-pradesh,papum pare district,4843797,124095
2022,arunachal-pradesh,anjaw district,844043,3966
2022,arunachal-pradesh,lower siang district,1508192,5436
2022,arunachal-pradesh,dibang valley district,285052,740
2022,arunachal-pradesh,west kameng district,7334928,30964
